Phone Number,International Plan,Voice mail Plan,Account Length,Total day Charge,Number Customer Service calls,Churn,State,churn_probability,predicted_churn,risk_tier
 339-3672, no, yes,111,26.18,1,No,LA,0.03,No,Low
 404-6427, no, no,119,35.6,2,No,MD,0.16,No,Low
 377-6036, no, no,121,28.27,2,No,NJ,0.02,No,Low
 401-7439, no, no,108,18.46,0,No,MT,0.06,No,Low
 347-4928, no, yes,63,39.15,1,No,MD,0.0,No,Low
 368-4117, no, yes,59,34.02,1,No,CT,0.07,No,Low
 393-4707, no, no,82,30.46,1,No,OH,0.0,No,Low
 373-7804, no, no,126,44.47,4,No,NJ,0.51,Yes,Medium
 417-4285, no, no,110,22.02,3,No,NV,0.0,No,Low
 408-7909, no, no,85,27.88,1,No,KS,0.0,No,Low
 399-5167, no, no,46,39.22,2,No,TX,0.03,No,Low
 375-8931, no, no,44,35.22,0,No,MN,0.04,No,Low
 418-2321, no, no,171,29.22,1,No,MT,0.04,No,Low
 395-8865, no, yes,88,30.89,2,No,AK,0.01,No,Low
 369-6323, no, no,169,40.92,2,No,HI,0.02,No,Low
 361-1256, no, no,48,33.69,1,No,TX,0.03,No,Low
 380-3141, no, no,65,16.32,3,No,ID,0.07,No,Low
 367-8066, no, no,81,28.08,0,No,WY,0.0,No,Low
 340-9715, no, no,53,29.16,1,No,KY,0.0,No,Low
 388-7231, no, yes,72,18.99,1,No,AR,0.01,No,Low
 413-1858, no, no,100,25.96,2,No,OR,0.03,No,Low
 416-9219, no, no,82,33.1,3,No,MN,0.02,No,Low
 341-2862, no, no,71,20.38,3,No,HI,0.0,No,Low
 356-5066, no, no,103,37.89,1,No,LA,0.02,No,Low
 375-8229, no, no,87,35.82,1,No,RI,0.02,No,Low
 342-7953, no, no,116,43.28,2,Yes,MD,0.87,Yes,Critical
 397-8357, no, no,140,45.05,1,No,MS,0.1,No,Low
 396-3138, no, no,93,29.29,3,No,TN,0.01,No,Low
 366-8053, no, no,90,44.05,0,No,ID,0.04,No,Low
 412-6048, no, no,130,35.94,1,No,GA,0.03,No,Low
 390-1385, yes, no,121,29.9,2,No,KS,0.05,No,Low
 376-9305, yes, no,47,22.95,1,Yes,HI,0.92,Yes,Critical
 356-3006, yes, yes,94,19.64,0,No,WV,0.09,No,Low
 354-7765, no, no,76,32.81,0,No,MS,0.01,No,Low
 408-8444, no, no,69,28.46,1,No,MS,0.06,No,Low
 349-3633, no, yes,117,32.42,1,No,SC,0.0,No,Low
 331-5650, no, no,70,55.34,1,Yes,KS,0.97,Yes,Critical
 347-7259, no, no,130,23.63,3,No,ID,0.04,No,Low
 372-8261, no, yes,109,26.5,0,No,AK,0.01,No,Low
 390-2848, no, no,115,30.96,0,No,MS,0.03,No,Low
 358-8220, no, no,114,23.77,2,No,NY,0.01,No,Low
 406-5144, no, no,135,19.16,0,No,OH,0.1,No,Low
 411-1626, no, yes,79,29.44,1,No,DE,0.0,No,Low
 331-5631, no, no,123,38.35,1,No,RI,0.0,No,Low
 333-4239, yes, no,112,33.27,1,No,NE,0.05,No,Low
 331-6403, no, no,57,36.38,0,No,HI,0.0,No,Low
 374-8632, no, no,143,46.19,1,No,NM,0.19,No,Low
 413-7537, no, no,107,43.81,1,No,UT,0.01,No,Low
 385-1733, yes, no,103,22.64,1,Yes,MD,0.89,Yes,Critical
 354-7711, no, no,157,42.28,5,Yes,IA,0.81,Yes,Critical
 390-4127, no, no,120,30.74,2,No,KY,0.01,No,Low
 410-6815, yes, yes,81,38.93,1,No,VT,0.03,No,Low
 394-2576, no, no,136,46.97,1,Yes,NM,0.94,Yes,Critical
 395-2817, no, yes,83,22.63,3,No,VT,0.0,No,Low
 377-9045, no, no,137,42.21,1,No,PA,0.15,No,Low
 338-2813, no, yes,93,39.17,3,No,VT,0.0,No,Low
 412-4971, no, no,103,31.59,1,No,OR,0.0,No,Low
 364-9028, no, no,96,31.26,2,No,CA,0.05,No,Low
 384-2907, yes, no,77,22.59,0,No,NY,0.18,No,Low
 366-5049, no, no,128,37.57,3,No,MO,0.01,No,Low
 420-4140, no, no,116,30.43,1,No,NM,0.04,No,Low
 381-5641, yes, no,96,32.1,3,No,MN,0.03,No,Low
 404-3055, yes, yes,60,23.05,4,Yes,CT,0.77,Yes,Critical
 416-7924, yes, yes,105,29.33,2,No,IA,0.04,No,Low
 406-8380, no, no,123,22.54,1,No,AL,0.03,No,Low
 367-5128, no, no,84,21.71,1,No,GA,0.04,No,Low
 330-9351, no, no,107,26.57,1,No,NJ,0.0,No,Low
 358-7985, no, no,86,39.88,1,Yes,CA,0.75,Yes,Critical
 378-8317, no, no,115,34.36,1,No,VT,0.04,No,Low
 331-6243, no, yes,128,46.27,1,No,TN,0.06,No,Low
 379-7476, no, no,97,41.68,1,No,SD,0.02,No,Low
 378-1408, no, no,90,35.29,1,No,CO,0.01,No,Low
 349-6158, no, no,22,37.89,1,No,KY,0.05,No,Low
 398-8927, no, no,121,46.55,1,Yes,IA,0.94,Yes,Critical
 377-9636, no, no,169,32.78,2,No,CT,0.11,No,Low
 355-3062, no, no,83,45.68,0,No,MA,0.08,No,Low
 407-8683, no, yes,87,30.4,1,No,NV,0.14,No,Low
 405-7948, no, yes,126,33.54,1,No,VA,0.02,No,Low
 396-2646, no, yes,61,39.76,1,No,NY,0.0,No,Low
 398-4699, yes, no,90,35.21,2,No,MO,0.04,No,Low
 387-9043, no, no,131,23.26,2,No,FL,0.01,No,Low
 403-3235, no, no,89,27.1,1,No,SC,0.0,No,Low
 409-2788, no, no,71,19.06,0,No,IL,0.01,No,Low
 359-1645, no, no,166,40.56,4,No,NE,0.12,No,Low
 405-1184, yes, no,146,27.8,1,No,AK,0.01,No,Low
 399-4204, yes, no,90,21.62,2,No,TN,0.03,No,Low
 401-3749, no, no,59,24.79,0,No,NM,0.01,No,Low
 373-1739, no, no,25,42.52,2,No,NV,0.21,No,Low
 337-1944, no, no,124,39.81,0,No,UT,0.11,No,Low
 337-3453, no, no,105,17.26,3,No,WV,0.02,No,Low
 381-7815, no, yes,143,20.33,1,No,IL,0.01,No,Low
 400-8640, no, no,162,37.72,1,No,MN,0.05,No,Low
 414-1854, no, no,56,26.89,1,No,HI,0.0,No,Low
 404-2850, no, no,105,32.84,1,No,DC,0.01,No,Low
 411-2117, no, yes,73,37.01,1,No,ID,0.0,No,Low
 374-1411, no, no,54,33.97,0,No,NC,0.01,No,Low
 410-4156, no, no,98,29.22,2,No,AL,0.0,No,Low
 388-6108, no, yes,100,11.51,6,Yes,OR,0.64,Yes,High
 354-3963, no, no,107,38.79,4,No,IL,0.15,No,Low
 413-2121, no, no,167,32.56,1,No,WV,0.08,No,Low
 340-3837, no, no,49,29.16,2,No,MN,0.03,No,Low
 351-3590, no, no,34,25.69,0,No,LA,0.02,No,Low
 387-2956, no, no,109,22.83,3,No,VT,0.03,No,Low
 347-5734, no, no,109,20.03,1,No,IL,0.03,No,Low
 352-8833, no, no,39,30.8,3,No,KS,0.18,No,Low
 373-2483, no, no,90,25.89,2,No,UT,0.02,No,Low
 363-1871, no, no,114,34.75,2,No,KY,0.02,No,Low
 369-4991, no, no,113,48.26,2,No,MT,0.08,No,Low
 365-5778, no, yes,19,24.26,0,No,MA,0.13,No,Low
 419-2228, no, no,94,24.72,2,No,NJ,0.03,No,Low
 342-6200, no, no,69,35.99,4,No,WY,0.09,No,Low
 398-9791, no, no,90,32.74,3,No,VT,0.0,No,Low
 377-8635, no, no,48,8.84,2,No,AL,0.02,No,Low
 354-1754, no, yes,122,40.41,1,No,DE,0.0,No,Low
 387-5133, no, yes,123,34.61,1,No,WV,0.0,No,Low
 367-2480, no, no,81,32.71,1,No,IA,0.0,No,Low
 413-6203, no, no,43,36.13,0,No,PA,0.08,No,Low
 337-3699, no, no,25,19.45,3,No,TN,0.03,No,Low
 391-6449, no, no,170,37.88,1,No,NH,0.03,No,Low
 335-2410, no, no,129,35.31,2,No,KY,0.0,No,Low
 364-4535, no, yes,82,42.4,1,No,ME,0.02,No,Low
 375-8260, no, yes,132,26.84,3,No,MN,0.02,No,Low
 389-2130, no, no,42,23.44,5,Yes,NM,0.85,Yes,Critical
 421-6168, no, no,8,29.92,1,No,NH,0.01,No,Low
 401-1455, no, no,145,27.0,2,No,TX,0.07,No,Low
 358-4997, no, no,131,39.78,1,No,AL,0.02,No,Low
 417-1397, no, no,105,22.49,0,No,WA,0.02,No,Low
 383-6332, no, yes,90,47.02,3,No,MN,0.02,No,Low
 338-5344, no, no,124,18.39,4,Yes,NJ,0.61,Yes,High
 333-6486, no, no,82,26.52,0,No,NH,0.04,No,Low
 371-6274, no, no,76,35.45,0,No,VT,0.0,No,Low
 381-9931, no, no,98,41.38,2,No,NH,0.03,No,Low
 387-2084, yes, no,80,46.82,0,Yes,MD,0.95,Yes,Critical
 383-7095, no, no,57,33.68,1,No,LA,0.03,No,Low
 368-4510, no, no,137,18.67,1,No,SC,0.11,No,Low
 350-8219, no, no,87,20.49,2,No,AR,0.0,No,Low
 350-7785, no, no,131,43.62,1,Yes,WV,0.79,Yes,Critical
 347-1864, yes, no,158,34.0,0,Yes,KS,0.87,Yes,Critical
 345-3199, no, no,116,14.59,1,No,AR,0.01,No,Low
 374-2374, no, yes,136,29.58,1,No,NH,0.0,No,Low
 351-1816, no, no,149,37.64,1,No,TX,0.04,No,Low
 416-3576, no, no,108,22.63,3,No,TX,0.02,No,Low
 378-6684, no, no,25,33.18,2,No,PA,0.02,No,Low
 405-2038, no, no,104,41.89,2,No,ME,0.11,No,Low
 390-1597, no, no,25,33.86,2,No,WY,0.01,No,Low
 327-9613, no, yes,140,40.02,3,No,KY,0.04,No,Low
 331-9226, yes, yes,46,29.05,2,No,WY,0.13,No,Low
 371-7947, no, no,106,26.5,2,No,RI,0.0,No,Low
 376-5968, no, yes,81,17.41,2,No,LA,0.03,No,Low
 422-8152, no, no,33,34.09,3,No,HI,0.0,No,Low
 330-5602, no, yes,77,32.67,1,No,KY,0.0,No,Low
 396-7652, no, yes,87,34.46,1,No,DE,0.01,No,Low
 333-1661, no, yes,72,14.33,4,Yes,SD,0.84,Yes,Critical
 419-9550, no, yes,45,28.56,0,No,MS,0.0,No,Low
 416-6596, yes, yes,41,47.28,0,No,WI,0.12,No,Low
 348-3424, no, no,122,21.81,1,No,VT,0.01,No,Low
 336-2113, no, yes,92,38.73,0,No,MA,0.03,No,Low
 393-8963, yes, no,65,9.32,1,Yes,OR,0.94,Yes,Critical
 407-1491, no, yes,57,23.83,1,No,MA,0.03,No,Low
 342-6864, no, no,127,46.1,0,Yes,MT,0.98,Yes,Critical
 378-5140, no, no,121,30.6,2,No,AK,0.01,No,Low
 414-8045, no, no,117,32.27,1,No,MS,0.01,No,Low
 369-5896, no, no,37,43.74,3,No,OR,0.09,No,Low
 348-6199, no, no,162,17.56,1,No,VA,0.03,No,Low
 408-8885, no, no,193,35.38,3,No,AZ,0.03,No,Low
 361-8630, no, no,80,33.17,2,No,UT,0.0,No,Low
 416-9174, no, no,176,27.64,1,No,WV,0.0,No,Low
 377-6340, no, no,76,28.63,1,No,MN,0.02,No,Low
 346-1098, no, yes,89,33.63,1,No,AZ,0.0,No,Low
 374-4186, no, no,128,36.11,1,No,RI,0.0,No,Low
 419-8866, no, no,138,10.83,0,No,NM,0.03,No,Low
 342-3593, no, no,90,32.95,3,No,HI,0.02,No,Low
 345-7512, no, yes,57,24.48,3,No,NY,0.0,No,Low
 343-6820, no, yes,177,32.13,3,No,NM,0.09,No,Low
 338-4794, no, yes,67,21.68,1,No,VT,0.03,No,Low
 355-8388, no, yes,98,28.71,0,No,MI,0.0,No,Low
 409-6884, no, no,140,34.8,2,No,IN,0.0,No,Low
 340-4599, no, no,43,34.6,1,No,OH,0.03,No,Low
 419-8830, no, no,133,38.56,0,No,KY,0.03,No,Low
 419-2044, no, yes,166,25.86,0,No,NC,0.04,No,Low
 378-4742, no, no,86,23.65,2,No,KY,0.0,No,Low
 379-6150, no, no,117,25.59,0,No,WY,0.11,No,Low
 422-8906, no, no,86,39.42,3,No,VA,0.06,No,Low
 364-3553, no, no,74,35.21,1,No,AL,0.0,No,Low
 373-2387, no, no,178,38.32,2,Yes,MN,0.7,Yes,High
 392-4556, no, yes,95,19.79,1,No,FL,0.05,No,Low
 353-1300, no, no,85,33.27,0,No,CA,0.06,No,Low
 339-7623, no, no,81,13.5,0,No,KY,0.02,No,Low
 388-6925, no, no,41,17.49,6,Yes,AR,0.95,Yes,Critical
 405-4441, no, no,217,16.95,0,No,VT,0.02,No,Low
 396-9684, no, no,79,36.28,0,No,MD,0.0,No,Low
 397-3854, no, no,15,31.47,5,No,CT,0.08,No,Low
 394-2549, no, no,96,28.31,3,No,MI,0.01,No,Low
 407-6746, no, no,140,37.42,1,No,PA,0.0,No,Low
 337-1017, yes, no,102,13.33,0,No,CO,0.04,No,Low
 367-1806, no, no,67,17.48,1,No,CA,0.02,No,Low
 376-9077, yes, yes,136,27.25,0,Yes,NJ,0.82,Yes,Critical
 381-7440, no, no,105,30.82,1,No,KY,0.0,No,Low
 371-9388, no, no,38,47.79,1,Yes,MO,0.93,Yes,Critical
 330-9102, no, no,91,29.33,3,No,CA,0.06,No,Low
 399-1377, no, no,110,42.72,1,Yes,CT,0.84,Yes,Critical
 366-7430, no, no,74,24.12,1,No,IL,0.0,No,Low
 395-5549, no, yes,79,25.16,3,No,RI,0.0,No,Low
 393-3431, yes, no,114,34.12,2,Yes,TN,0.92,Yes,Critical
 411-4797, no, no,44,40.51,5,No,WV,0.06,No,Low
 334-8668, no, no,107,37.42,2,No,MS,0.03,No,Low
 385-8301, no, yes,104,21.2,0,No,WI,0.0,No,Low
 413-6417, no, no,98,24.99,1,No,SC,0.0,No,Low
 378-7171, no, no,60,33.01,2,No,RI,0.0,No,Low
 337-5390, no, yes,138,36.53,0,No,AR,0.08,No,Low
 413-8297, no, no,89,45.87,1,Yes,NM,0.91,Yes,Critical
 414-9924, no, yes,22,25.7,2,No,NH,0.03,No,Low
 336-7762, no, no,69,18.92,1,No,NM,0.0,No,Low
 385-8758, no, no,106,46.55,0,No,AZ,0.11,No,Low
 402-7173, no, no,104,24.24,1,No,TN,0.08,No,Low
 396-8663, no, no,174,30.26,3,No,OK,0.01,No,Low
 400-6520, no, yes,127,30.69,1,No,SC,0.03,No,Low
 344-7508, no, yes,2,24.09,1,No,WY,0.02,No,Low
 396-1316, no, no,91,49.18,1,Yes,IN,0.88,Yes,Critical
 389-8812, no, yes,34,32.88,2,No,CT,0.0,No,Low
 380-5600, no, no,111,31.31,1,No,NY,0.02,No,Low
 409-9699, no, yes,110,24.5,2,No,TX,0.04,No,Low
 396-6712, no, no,65,30.65,3,No,IL,0.04,No,Low
 330-2627, no, yes,51,30.46,1,No,LA,0.1,No,Low
 392-8252, no, no,64,8.6,2,No,WA,0.08,No,Low
 379-8315, no, no,117,38.03,2,No,MD,0.03,No,Low
 369-9280, no, no,38,37.49,1,No,KY,0.0,No,Low
 420-1296, yes, no,112,36.99,2,No,DC,0.01,No,Low
 421-7427, no, yes,48,23.51,2,No,IL,0.0,No,Low
 385-2811, no, no,105,27.25,2,No,WY,0.01,No,Low
 349-8988, no, no,140,32.61,6,No,SD,0.09,No,Low
 333-7221, no, no,67,28.32,3,No,WI,0.01,No,Low
 391-6973, no, yes,43,35.19,1,No,UT,0.02,No,Low
 371-9065, no, yes,185,17.66,0,No,SD,0.01,No,Low
 389-3992, no, no,99,36.53,2,No,GA,0.01,No,Low
 364-1001, no, no,52,28.2,1,No,IN,0.0,No,Low
 371-7406, yes, yes,200,15.67,1,Yes,IA,0.81,Yes,Critical
 387-7338, no, no,82,30.99,1,No,OK,0.02,No,Low
 419-8947, no, no,143,35.94,1,Yes,WA,0.7,Yes,High
 386-8678, no, yes,71,25.7,0,No,AR,0.03,No,Low
 417-9122, no, no,124,30.4,2,No,WA,0.14,No,Low
 369-5327, no, no,172,23.12,0,No,NC,0.1,No,Low
 402-4898, no, no,97,14.81,2,No,NH,0.0,No,Low
 422-3701, no, no,120,28.73,3,No,WY,0.03,No,Low
 342-5610, no, no,83,33.44,3,No,MO,0.02,No,Low
 343-2507, no, no,92,19.48,2,No,OR,0.02,No,Low
 370-9624, no, no,130,34.77,0,No,MN,0.0,No,Low
 392-4026, yes, no,97,46.38,5,Yes,MA,0.87,Yes,Critical
 386-4495, no, yes,53,29.72,3,No,ME,0.02,No,Low
 373-3185, yes, no,87,21.91,0,No,MO,0.12,No,Low
 369-9169, no, no,138,9.32,1,No,MN,0.04,No,Low
 378-3392, no, no,136,44.03,3,No,NE,0.17,No,Low
 413-2720, no, no,98,31.04,6,Yes,MA,0.82,Yes,Critical
 388-1570, no, no,109,20.91,1,No,LA,0.02,No,Low
 345-9530, no, no,84,28.88,2,No,IA,0.0,No,Low
 354-1588, no, yes,157,34.24,2,No,ME,0.06,No,Low
 338-3265, no, yes,74,21.11,3,No,VT,0.0,No,Low
 357-1685, no, no,66,21.79,0,No,MA,0.03,No,Low
 361-7238, no, yes,142,36.43,4,No,SD,0.02,No,Low
 346-4638, no, yes,136,41.36,4,No,WA,0.08,No,Low
 358-4536, no, yes,75,34.12,4,No,IN,0.04,No,Low
 408-3215, no, no,59,39.34,2,No,MN,0.01,No,Low
 401-5654, no, yes,45,39.95,2,No,OR,0.02,No,Low
 416-9329, no, no,48,40.38,1,No,WV,0.0,No,Low
 369-8569, no, no,16,38.81,1,No,MO,0.05,No,Low
 361-7995, no, no,140,27.29,1,No,UT,0.01,No,Low
 393-8065, no, yes,108,31.55,1,No,ME,0.05,No,Low
 402-7954, no, no,53,36.43,1,No,IL,0.14,No,Low
 397-9729, no, no,91,40.94,4,No,OR,0.09,No,Low
 393-9679, no, no,105,17.71,1,No,RI,0.02,No,Low
 345-4482, no, no,122,46.55,3,Yes,KY,0.89,Yes,Critical
 333-9428, yes, no,26,33.05,0,No,TX,0.05,No,Low
 405-3504, no, no,129,22.13,2,No,KY,0.02,No,Low
 390-5776, yes, yes,118,21.03,0,No,UT,0.27,No,Low
 389-4585, no, no,152,24.28,0,No,AL,0.0,No,Low
 332-7088, no, yes,51,35.04,3,No,IL,0.03,No,Low
 369-1521, no, yes,57,31.01,1,No,AZ,0.01,No,Low
 410-2570, no, yes,60,30.58,2,No,SD,0.01,No,Low
 387-5736, no, no,103,38.83,3,No,VA,0.0,No,Low
 347-9629, no, no,57,34.34,1,No,UT,0.01,No,Low
 397-5715, no, no,84,25.3,1,No,CO,0.0,No,Low
 405-6013, yes, no,166,32.52,2,Yes,AL,0.93,Yes,Critical
 402-2371, no, no,130,27.18,1,No,TX,0.02,No,Low
 422-7769, yes, no,116,32.59,2,No,AZ,0.07,No,Low
 342-8290, no, no,51,14.69,2,No,OK,0.0,No,Low
 352-4586, no, no,161,25.7,2,No,CT,0.0,No,Low
 367-7186, no, no,39,33.35,0,No,MT,0.02,No,Low
 365-2713, no, no,130,30.96,2,No,AR,0.02,No,Low
 377-6009, no, no,42,26.37,3,No,AR,0.0,No,Low
 336-3641, no, yes,97,21.4,0,No,CO,0.02,No,Low
 386-1232, no, yes,127,23.14,2,No,AZ,0.02,No,Low
 397-9547, no, yes,34,48.33,0,No,UT,0.08,No,Low
 368-2580, no, no,116,33.95,1,No,MI,0.03,No,Low
 402-2974, no, no,158,16.69,2,No,SD,0.02,No,Low
 340-7792, no, yes,86,42.09,3,No,PA,0.01,No,Low
 382-5340, no, no,21,43.23,1,Yes,MT,0.82,Yes,Critical
 390-8352, no, no,78,41.02,3,No,MN,0.02,No,Low
 412-1996, no, no,137,19.01,4,Yes,MD,0.82,Yes,Critical
 350-9459, no, no,84,27.83,1,No,IN,0.01,No,Low
 422-3465, no, no,132,27.88,1,No,KS,0.04,No,Low
 351-3505, no, no,126,16.49,5,Yes,CA,0.81,Yes,Critical
 338-3267, no, no,83,33.18,0,No,HI,0.0,No,Low
 370-8625, yes, no,49,26.79,1,No,MT,0.1,No,Low
 410-3903, no, no,148,28.68,2,No,AZ,0.01,No,Low
 380-4273, no, no,43,43.11,3,Yes,ID,0.65,Yes,High
 405-8165, no, yes,78,33.83,1,No,VT,0.05,No,Low
 360-8224, no, no,65,31.03,1,No,CA,0.04,No,Low
 390-7408, no, no,79,13.8,1,No,MD,0.01,No,Low
 404-8841, no, no,76,30.45,0,No,MD,0.0,No,Low
 416-3550, no, no,124,31.06,1,No,NE,0.0,No,Low
 392-5428, no, no,98,35.19,2,No,AL,0.0,No,Low
 354-8345, no, no,142,41.38,4,No,WV,0.14,No,Low
 334-2938, no, no,146,26.76,0,No,NM,0.05,No,Low
 406-4649, no, no,84,39.76,3,No,IN,0.01,No,Low
 396-5467, no, no,200,33.22,3,No,NE,0.03,No,Low
 375-7203, no, no,17,30.67,0,No,OK,0.01,No,Low
 364-8533, no, no,84,29.29,2,No,GA,0.0,No,Low
 375-6587, no, no,67,24.6,1,No,NE,0.0,No,Low
 402-1792, no, no,125,24.41,2,No,SC,0.01,No,Low
 351-3853, no, no,61,14.98,2,No,CO,0.0,No,Low
 395-1103, no, yes,103,43.2,2,No,SC,0.03,No,Low
 407-2847, no, no,20,22.36,0,No,NM,0.02,No,Low
 406-8007, no, no,115,26.66,0,No,NJ,0.05,No,Low
 399-1571, no, no,139,33.47,1,No,TN,0.02,No,Low
 343-7745, no, no,96,30.26,2,No,ID,0.16,No,Low
 410-6499, no, no,101,33.29,2,No,ID,0.01,No,Low
 371-7111, no, yes,86,24.02,1,No,OH,0.03,No,Low
 394-7129, no, yes,42,21.34,2,No,AL,0.0,No,Low
 392-2267, no, no,48,34.09,4,No,ME,0.07,No,Low
 333-6661, no, no,134,34.94,2,No,IL,0.05,No,Low
 378-2996, no, no,149,25.86,0,No,CA,0.02,No,Low
 399-2354, no, no,120,36.81,3,No,AL,0.07,No,Low
 413-6583, no, no,62,20.28,5,Yes,MI,0.9,Yes,Critical
 371-1481, no, yes,84,19.36,4,Yes,MT,0.51,Yes,Medium
 351-4786, no, no,16,38.86,0,No,NJ,0.03,No,Low
 328-1728, no, no,80,18.11,1,No,IN,0.02,No,Low
 414-6137, no, no,78,43.2,0,Yes,KY,0.85,Yes,Critical
 364-5210, no, yes,104,27.74,3,No,IN,0.01,No,Low
 375-2367, no, yes,102,22.78,6,Yes,NY,0.88,Yes,Critical
 387-2232, no, yes,74,29.92,2,No,DE,0.02,No,Low
 362-9630, no, no,135,30.62,1,No,NJ,0.01,No,Low
 334-9218, no, no,55,30.62,0,No,ND,0.02,No,Low
 366-3815, no, no,106,16.12,1,No,SD,0.01,No,Low
 335-1608, no, no,34,35.77,1,No,VA,0.0,No,Low
 378-3789, no, no,100,29.61,1,No,VA,0.01,No,Low
 379-8123, no, no,127,32.25,2,No,ID,0.03,No,Low
 339-1089, no, yes,65,44.03,1,No,ID,0.02,No,Low
 335-1545, no, yes,109,14.69,2,No,MO,0.01,No,Low
 391-1025, no, no,98,23.27,4,Yes,NY,0.82,Yes,Critical
 345-4308, no, yes,76,39.93,1,No,LA,0.07,No,Low
 415-7128, no, no,141,33.41,6,No,UT,0.06,No,Low
 397-2910, no, no,136,37.64,0,No,MN,0.1,No,Low
 395-2561, no, yes,69,28.93,2,No,SD,0.02,No,Low
 369-2037, no, no,42,32.62,0,No,RI,0.02,No,Low
 376-6510, yes, no,162,29.26,2,No,MS,0.07,No,Low
 411-3123, no, no,49,32.28,1,No,NC,0.01,No,Low
 386-6362, no, no,103,25.13,1,No,VA,0.05,No,Low
 335-3768, no, no,102,10.63,1,No,VA,0.02,No,Low
 376-5983, no, no,222,43.62,1,Yes,TN,0.85,Yes,Critical
 357-3354, no, yes,100,21.03,1,No,OR,0.03,No,Low
 334-6819, no, no,86,19.23,1,No,NE,0.02,No,Low
 385-4368, no, yes,94,37.4,1,No,DE,0.01,No,Low
 419-6650, no, no,106,25.11,1,No,DC,0.0,No,Low
 382-2277, no, no,91,46.22,1,Yes,AL,0.98,Yes,Critical
 372-9024, no, no,62,33.35,1,No,ND,0.02,No,Low
 406-6159, no, no,47,18.92,1,No,MD,0.0,No,Low
 418-1149, no, no,51,30.04,0,No,LA,0.06,No,Low
 385-4165, no, no,116,35.92,2,No,OK,0.04,No,Low
 365-8541, no, no,145,37.23,2,No,ID,0.03,No,Low
 417-6290, no, no,126,48.28,1,Yes,AZ,0.94,Yes,Critical
 393-6536, no, no,180,29.6,1,No,PA,0.03,No,Low
 421-3115, no, no,67,21.08,0,No,NE,0.02,No,Low
 393-7275, no, yes,38,29.85,2,No,TX,0.03,No,Low
 334-8646, no, yes,164,18.99,1,No,LA,0.02,No,Low
 380-3894, no, no,119,6.36,2,No,WI,0.01,No,Low
 418-3129, no, no,74,34.24,1,No,AR,0.01,No,Low
 352-9179, no, no,18,26.52,1,No,GA,0.01,No,Low
 385-5069, no, no,93,27.69,4,No,NY,0.13,No,Low
 342-5240, no, yes,64,35.94,2,No,MT,0.07,No,Low
 360-9919, no, no,103,29.0,0,No,MA,0.02,No,Low
 364-8121, no, no,121,34.66,3,No,AK,0.06,No,Low
 343-5656, no, no,108,26.74,1,No,LA,0.0,No,Low
 363-1245, no, no,112,29.36,0,No,AK,0.01,No,Low
 364-6062, no, no,77,33.42,2,No,RI,0.0,No,Low
 421-5052, no, yes,68,25.11,3,No,AR,0.01,No,Low
 330-4402, yes, no,83,33.59,3,Yes,IA,0.74,Yes,High
 377-6138, no, yes,87,31.74,1,No,CT,0.01,No,Low
 392-1345, no, yes,43,33.75,1,No,SC,0.01,No,Low
 413-9842, no, no,113,27.39,2,No,WA,0.03,No,Low
 348-5559, no, yes,95,32.44,2,No,AR,0.0,No,Low
 376-7462, no, no,30,33.18,1,No,TX,0.02,No,Low
 351-9727, no, no,56,41.74,5,No,GA,0.09,No,Low
 390-7940, no, no,172,49.39,2,Yes,NJ,0.89,Yes,Critical
 396-2691, no, yes,82,28.08,1,No,ME,0.0,No,Low
 337-1761, no, yes,96,11.32,2,No,PA,0.12,No,Low
 358-7548, no, no,95,33.81,1,No,WI,0.0,No,Low
 383-3965, no, no,97,28.76,1,No,DE,0.0,No,Low
 368-1503, no, no,115,46.84,3,Yes,DE,0.94,Yes,Critical
 333-8838, no, no,94,38.52,3,No,HI,0.0,No,Low
 396-5534, no, no,88,26.89,2,No,PA,0.0,No,Low
 396-4480, no, no,95,31.69,1,No,MA,0.01,No,Low
 344-5336, no, yes,90,32.98,1,No,MS,0.0,No,Low
 360-7929, no, no,52,28.19,3,No,SD,0.02,No,Low
 355-4217, no, no,91,24.34,2,No,PA,0.01,No,Low
 389-6975, no, no,163,40.56,1,No,MD,0.06,No,Low
 398-4383, yes, no,145,19.21,1,No,MS,0.23,No,Low
 394-5472, no, no,112,23.14,1,No,AR,0.0,No,Low
 367-5080, no, no,116,25.43,0,No,MI,0.04,No,Low
 415-7640, no, no,95,39.44,1,No,ID,0.0,No,Low
 396-7938, no, no,49,28.42,3,No,NY,0.01,No,Low
 343-4014, no, no,121,27.61,2,No,AK,0.02,No,Low
 411-1450, no, no,39,32.23,3,No,TN,0.01,No,Low
 385-8393, no, yes,41,42.09,1,No,CT,0.0,No,Low
 334-5429, no, no,60,30.5,2,No,HI,0.02,No,Low
 351-2839, no, no,158,41.67,2,No,RI,0.06,No,Low
 415-1527, no, yes,121,21.62,3,No,MS,0.0,No,Low
 336-2264, no, no,14,46.22,2,Yes,TX,0.85,Yes,Critical
 402-7333, no, no,45,24.26,2,No,MS,0.02,No,Low
 388-4326, no, no,154,16.07,2,No,WI,0.0,No,Low
 416-8998, no, yes,95,29.46,2,No,MS,0.0,No,Low
 367-5148, no, no,127,41.09,2,No,DE,0.02,No,Low
 338-3883, yes, no,74,45.48,3,Yes,CO,0.88,Yes,Critical
 368-6335, no, no,26,49.32,2,Yes,AL,0.93,Yes,Critical
